sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
2:Home,3337,1,1,3,0,72,0.0,11.05633196164576,5.199681337345686
2:Fib,3337,91,89,108,82,119,0.0,11.054500642665007,6.386075877949965
2:Random,3336,85,87,90,47,206,0.0,11.058258059169637,56621.570411556306
4:Home,3777,1,1,3,0,15,0.0,12.510640834970173,5.8836610496583335
4:Fib,3777,237,214,372,106,544,0.0,12.498717698409285,7.220440544018519
4:Random,3773,77,69,122,46,219,0.0,12.502236684272962,64015.17048905826
8:Home,4206,2,2,7,0,20,0.0,13.928028584579824,6.55030086743868
8:Fib,4206,439,424,698,107,986,0.0,13.91512633121706,8.03899609939754
8:Random,4198,129,106,248,46,362,0.0,13.910012359301119,71223.40070348405
12:Home,4383,2,2,6,0,95,0.0,14.433288438550678,6.788484627172979
12:Fib,4383,698,710,922,110,1259,0.0,14.40615293595622,8.321951418675738
12:Random,4371,125,106,219,46,542,0.0,14.399177754571598,73728.07373190837
16:Home,4145,2,2,5,0,29,0.0,13.63827799055027,6.414953090657534
16:Fib,4145,1041,1025,1473,115,2445,0.0,13.61484921841897,7.864566739038322
16:Random,4129,123,108,205,46,677,0.0,13.593728908978973,69603.93629763176
24:Home,4169,3,2,6,0,842,0.0,13.625029005068942,6.40730845522271
24:Fib,4169,1610,1571,2356,108,4069,0.0,13.591669600824172,7.851192291845976
24:Random,4146,138,124,235,47,621,0.0,13.554290720901266,69402.00193189406
32:Home,3945,3,2,6,0,297,0.0,12.811311625006901,6.025960614959196
32:Fib,3945,2337,2275,3485,110,5425,0.0,12.755638186080349,7.369907444830653
32:Random,3916,144,128,257,46,506,0.0,12.715152656512295,65105.364364839
48:Home,4076,15,6,28,0,1952,0.0,13.148938503872742,6.183046587437537
48:Fib,4076,3340,3381,4255,177,6145,0.0,13.100296331531347,7.567431895171918
48:Random,4036,271,270,384,48,865,0.0,13.016457627173306,66648.13926748965
56:Home,4205,12,7,32,0,747,0.0,13.478816941318264,6.337334089146107
56:Fib,4205,3808,3799,4728,109,6254,0.0,13.39171974522293,7.734947253184713
56:Random,4151,311,308,436,49,801,0.0,13.29843468677717,68091.94567984583
64:Home,3905,18,9,42,0,2118,0.0,12.439673159931829,5.85498238973926
64:Fib,3905,4756,4642,6434,108,7108,0.0,12.303630279848512,7.105344025098775
64:Random,3843,356,357,473,48,808,0.0,12.229817459711295,62620.30766305826
96:Home,4454,38,16,66,0,2532,0.0,13.922361112413533,6.552712793474558
96:Fib,4454,6237,6332,7235,178,8888,0.0,13.789815227621736,7.960916988656066
96:Random,4360,560,549,747,47,1381,0.0,13.606928298353749,69671.52514726535
128:Home,4083,54,27,100,0,2508,0.0,12.524463040104049,5.89532785650088
128:Fib,4082,9245,9041,12794,110,13785,0.0,12.356067852429442,7.141019427623773
128:Random,3961,824,774,1075,49,3873,0.0,12.13043664671979,62111.44835977552
256:Home,4935,7157,26,111,0,335782,0.0,14.000675209868279,6.590358280576652
256:Fib,4839,9758,9481,11892,145,16087,0.0,13.570282791344633,7.84260849530831
256:Random,4718,992,889,1455,49,22807,0.0,13.356358283320123,68388.53207263033
512:Home,6325,12401,39,28310,0,371767,0.13549407114624507,15.257140100347357,10.464412758406503
512:Fib,6237,13594,10557,28215,141,83315,0.12313612313612314,14.861075039255446,11.27819660842485
512:Random,6001,5755,892,28222,48,75729,0.1183136143976004,14.446664580273959,65222.946052015875
1024:Home,10365,16367,85,28478,0,385776,0.3557163531114327,20.098621891888225,20.60394872657827
1024:Fib,10097,17891,11999,28417,178,150093,0.33861543032583935,19.383833303257067,20.702604564617257
1024:Random,9696,12447,1057,28478,48,144224,0.3346740924092409,18.79342927751127,64035.77974708655
1280:Home,13083,17310,122,28311,0,366591,0.43889016280669574,22.708692414640623,26.201931108895145
1280:Fib,12708,19224,13341,28251,117,223946,0.4226471514006925,21.924028445340024,26.018456576022448
1280:Random,12241,14395,1215,28281,48,234578,0.41744955477493667,21.221819240931186,63319.079061871
1536:Home,16315,17779,9083,28381,0,375686,0.4877106956788232,25.659334005419677,31.744281179865403
1536:Fib,15887,19635,14913,28372,88,295097,0.47378359665135017,24.92821389904442,31.6396014106165
1536:Random,15258,15638,1615,28371,48,258838,0.4684755538078385,24.000490768981514,65341.847827796715
2048:Home,22201,19358,27701,28647,0,408945,0.5668213143552092,30.352247947555867,41.06001887744465
2048:Fib,21569,21226,27522,28608,107,424889,0.5535722564792063,29.367713895916104,40.49442406036319
2048:Random,20828,17744,27510,28617,52,417481,0.5495486844632226,28.473078531998723,65703.31398104686
TOTAL,358892,10182,937,28337,0,424889,0.24383658593671634,51.448473828499736,65588.7528411347
