sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
2:Home,3208,1,1,2,0,185,0.0,10.633748893698973,5.000800462657575
2:Fib,3208,106,90,179,82,188,0.0,10.633255440096786,6.142812639834933
2:Random,3206,73,80,88,46,269,0.0,10.633675517006916,54447.58159598418
4:Home,3998,1,1,4,0,11,0.0,13.239418896141096,6.226182995724841
4:Fib,3998,219,197,355,107,488,0.0,13.232451611194959,7.644361210679958
4:Random,3994,79,73,124,46,181,0.0,13.23121161325374,67747.73920776504
8:Home,4087,2,2,6,0,20,0.0,13.533515899480449,6.364602701322225
8:Fib,4087,463,443,713,107,1091,0.0,13.519727157549314,7.810406666909253
8:Random,4080,122,102,233,46,369,0.0,13.512215639064875,69186.56301436666
12:Home,3997,2,2,6,0,24,0.0,13.14962676378375,6.184478173535923
12:Fib,3997,782,742,1189,122,1791,0.0,13.124066260609743,7.581761837968512
12:Random,3987,124,103,226,46,477,0.0,13.12005159829673,67178.56688548501
16:Home,3982,2,2,5,0,50,0.0,13.103899907528984,6.1634189718605095
16:Fib,3982,1085,1029,1677,119,2507,0.0,13.084523656963352,7.55796974655718
16:Random,3969,128,110,222,46,591,0.0,13.06154954931237,66879.01946760467
24:Home,4040,3,2,5,0,933,0.0,13.204987824608999,6.21057297880338
24:Fib,4040,1669,1623,2520,107,3918,0.0,13.166084947319366,7.605188647347719
24:Random,4018,136,122,240,47,543,0.0,13.134324455079172,67251.64962754789
32:Home,3977,4,2,6,0,1577,0.0,12.923582857811342,6.078804213162751
32:Fib,3977,2315,2245,3572,178,5567,0.0,12.862349893433636,7.431599029097954
32:Random,3950,144,129,251,46,741,0.0,12.822760237107445,65656.34722954323
48:Home,3969,13,5,29,0,1805,0.0,12.806530717604543,6.021872832101832
48:Fib,3969,3447,3322,4901,177,6589,0.0,12.740182451995608,7.359248910231307
48:Random,3924,269,264,398,50,729,0.0,12.661903932160074,64832.71874425229
56:Home,4102,13,6,33,0,1569,0.0,13.149753963038355,6.182442517911811
56:Fib,4102,3913,3766,5490,106,6320,0.0,13.044376957690044,7.534150263145342
56:Random,4048,311,304,419,48,1099,0.0,12.972196941535385,66421.51125353306
64:Home,3991,16,9,40,0,1542,0.0,12.72336016577668,5.9884926426635845
64:Fib,3991,4602,4322,6554,177,7152,0.0,12.652328840081665,7.306866156090301
64:Random,3935,373,358,512,50,1053,0.0,12.52753829892903,64144.72702076694
96:Home,4168,39,15,63,0,2804,0.0,13.025895530317708,6.130743754258105
96:Fib,4168,6654,6313,9241,113,10506,0.0,12.90658210914856,7.450295879059628
96:Random,4074,613,571,860,50,2009,0.0,12.724211920281595,65151.75437263021
128:Home,4175,54,22,91,0,3178,0.0,12.806552046747749,6.027898345117406
128:Fib,4174,8996,8535,12798,177,13740,0.0,12.667639855417738,7.319946487264076
128:Random,4051,829,774,1174,49,2138,0.0,12.415602406499879,63571.58177714495
256:Home,4625,7647,28,120,0,336400,0.0,13.10978202329998,6.17140497445364
256:Fib,4523,10576,10259,14901,108,16351,0.0,12.586964991373073,7.276010250563534
256:Random,4378,1011,896,1425,46,34440,0.0,12.384934397754984,63414.55286977554
512:Home,6364,12136,34,28216,0,376254,0.13120678818353237,15.362147417715715,10.446624499867236
512:Fib,6273,13397,10423,28206,107,103546,0.11876295233540571,14.901370175405257,11.222296086786882
512:Random,6047,5950,953,28218,47,121322,0.1150983958987928,14.372706356600938,65125.58322456849
1024:Home,10893,15691,77,28286,0,374734,0.34985770678417333,20.790469174068885,21.154942513913753
1024:Fib,10590,17355,11306,28281,177,177438,0.3324834749763928,20.036061126068258,21.197405709071283
1024:Random,10163,11862,1113,28284,52,172700,0.33031585161861654,19.393853810454324,66514.20798252778
1280:Home,13035,17630,107,28319,0,394248,0.42708093594169544,22.567364491935653,25.696547653647652
1280:Fib,12653,18797,13557,28233,178,201752,0.41255038330830635,21.898126034073368,25.73186887289897
1280:Random,12184,14265,1333,28240,49,198441,0.4063525935653316,21.101306708462864,64158.04203248262
1536:Home,13440,18334,4791,28277,0,384246,0.4800595238095238,25.238820460721147,30.848927778523716
1536:Fib,13012,19454,14953,28266,116,183725,0.46234245312019673,24.285724950913423,30.33715060807633
1536:Random,12438,14996,1500,28267,47,175548,0.4542530953529506,23.38532579267192,65369.27315549195
2048:Home,22028,19434,27711,28296,0,389942,0.5725440348647176,30.20418125251096,41.20603850525776
2048:Fib,21428,21246,27629,28254,143,375402,0.5600616016427105,29.245337096593683,40.65642308674584
2048:Random,20709,17914,27595,28256,46,365597,0.5551209619006229,28.41621682442019,64761.73440798562
TOTAL,347406,10061,973,28175,0,394248,0.2387120544838028,50.4918216724771,64785.53463846263
