sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
2:Home,3190,1,1,3,0,63,0.0,10.573522441389871,4.972451924033053
2:Fib,3190,101,108,113,82,118,0.0,10.572120754166708,6.107469781216754
2:Random,3188,84,86,89,47,270,0.0,10.57267553692477,54135.243529552834
4:Home,3873,1,1,4,0,14,0.0,12.825182791141252,6.031702140055434
4:Fib,3873,227,210,357,107,499,0.0,12.82051282051282,7.406230940328176
4:Random,3871,80,73,128,46,212,0.0,12.821871708412553,65651.79701202009
8:Home,4076,2,2,6,0,18,0.0,13.505319624793328,6.3513239369448025
8:Fib,4076,460,438,720,107,1024,0.0,13.484142238513172,7.789837027674581
8:Random,4069,125,103,238,46,386,0.0,13.477392493864127,69008.2583742564
12:Home,4136,2,2,5,0,83,0.0,13.610680566936182,6.401422317764636
12:Fib,4136,753,729,1077,122,1769,0.0,13.595200920371436,7.853138610403484
12:Random,4126,121,103,212,46,500,0.0,13.576923836287175,69517.88877932007
16:Home,4248,2,2,6,0,88,0.0,13.978512315108837,6.574918840183288
16:Fib,4248,1003,978,1453,107,2469,0.0,13.948952350930423,8.057657947750535
16:Random,4232,133,115,230,46,632,0.0,13.93150125752209,71333.43128362925
24:Home,4019,3,2,6,0,1010,0.0,13.136348036411773,6.178618322942032
24:Fib,4019,1673,1610,2546,107,3984,0.0,13.0985864998843,7.566165644646658
24:Random,3995,141,125,241,46,717,0.0,13.062855386506838,66885.70672740118
32:Home,4013,3,2,6,0,96,0.0,13.02938999207782,6.128611704778634
32:Fib,4012,2291,2214,3475,107,5623,0.0,12.997952466112018,7.509980259683669
32:Random,3987,144,123,249,47,729,0.0,12.94266209166664,66270.28043791349
48:Home,3784,17,6,30,0,2601,0.0,12.207357320059229,5.739841181765099
48:Fib,3784,3630,3607,4953,107,6198,0.0,12.149583722640157,7.017807375799082
48:Random,3737,264,263,367,47,879,0.0,12.056744453155499,61734.121964162274
56:Home,3910,14,7,35,0,2119,0.0,12.544515383875003,5.897887323943662
56:Fib,3910,4107,4060,5626,106,6546,0.0,12.449533222104767,7.190237887376301
56:Random,3858,320,313,437,46,955,0.0,12.36181870614246,63296.19289257506
64:Home,3827,19,10,45,0,1557,0.0,12.191741982344752,5.73828972450709
64:Fib,3827,4808,4751,6436,178,7397,0.0,12.134529347043733,7.007542935172062
64:Random,3771,375,363,489,47,1532,0.0,12.008827491330143,61488.77320557733
96:Home,4217,39,15,65,0,2873,0.0,13.178660383078062,6.202650664323863
96:Fib,4217,6627,6290,9487,107,10431,0.0,12.989373171107346,7.498219236100416
96:Random,4129,579,553,810,50,1412,0.0,12.890234765234766,66001.84078921567
128:Home,4146,57,23,90,0,3310,0.0,12.721069232562991,5.987709208431006
128:Fib,4146,8976,8632,12974,178,13968,0.0,12.587132344011852,7.273262481063136
128:Random,4020,918,791,1404,49,4981,0.0,12.324105582635887,63103.090837227726
256:Home,4535,7808,29,121,0,336702,0.0,12.857515480051713,6.052690141850858
256:Fib,4430,10775,10654,15109,107,16732,0.0,12.410319334605182,7.174059280985878
256:Random,4289,970,913,1371,47,10362,0.0,12.135908594452966,62139.46661174996
512:Home,6042,13198,55,28220,0,384630,0.14184045018205893,14.69958543373752,10.21570448362293
512:Fib,5870,14320,11702,28038,106,88424,0.13441226575809198,14.179839987631894,11.00421192353636
512:Random,5670,5592,939,27952,46,70065,0.12504409171075836,13.790855714084186,61787.05789871565
1024:Home,10084,17136,102,28376,0,415300,0.37653708845696154,19.546575278738352,20.667423687986535
1024:Fib,9820,18438,13063,28294,154,151332,0.3596741344195519,18.871586731468085,20.711033827727586
1024:Random,9415,12491,1120,28373,49,114640,0.35432819968135953,18.224896970776285,60265.22933605311
1280:Home,12671,18172,148,28316,0,407957,0.4551337700260437,21.772113618439025,25.659877186597377
1280:Fib,12322,19848,15287,28305,107,205814,0.43734783314397013,20.98476126896326,25.35915882136556
1280:Random,11810,14603,1288,28304,50,178662,0.4343776460626588,20.270919726471316,58725.568003928565
1536:Home,13022,19377,21682,28405,0,414928,0.4991552756872984,24.19456727732154,30.220844432806285
1536:Fib,12567,20348,15645,28366,177,137779,0.48038513567279384,23.138149500394935,29.48279674637609
1536:Random,11954,15348,1785,28370,52,134588,0.474987451898946,22.20199843987965,59705.31125068488
2048:Home,21378,20239,27913,30632,0,403402,0.5748900739077556,29.3141251630048,39.968458956728135
2048:Fib,20774,21924,27805,30545,177,337110,0.5621931260229133,28.29678524873084,39.31996823354178
2048:Random,19992,18286,27749,30575,60,336159,0.5574729891956782,27.386826596674457,62085.87776533557
TOTAL,338505,10340,968,28282,0,415300,0.2441175167279656,49.19161996438202,62625.93583650926
