sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
2:Home,3355,1,1,2,0,72,0.0,11.148253495666967,5.242935822362299
2:Fib,3355,97,92,114,83,165,0.0,11.144439240384392,6.438058519516885
2:Random,3353,77,84,91,46,162,0.0,11.145496428322126,57068.25683299975
4:Home,3583,1,1,3,0,46,0.0,11.907729222956693,5.599903424178374
4:Fib,3583,251,230,383,108,541,0.0,11.900768252217901,6.875032695558885
4:Random,3580,78,69,124,46,205,0.0,11.897561332261002,60919.05309390599
8:Home,3799,2,2,6,0,90,0.0,12.621639849696503,5.935776266981405
8:Fib,3798,505,467,784,108,1084,0.0,12.6023651832287,7.280120296718009
8:Random,3792,122,99,233,46,353,0.0,12.601481471635037,64523.33382601142
12:Home,4124,3,2,6,0,93,0.0,13.656895341289921,6.423152824392659
12:Fib,4124,733,666,1194,119,1893,0.0,13.641084671310722,7.87974966984705
12:Random,4113,137,111,256,46,527,0.0,13.627192096029791,69775.27721584236
16:Home,4000,2,2,6,0,83,0.0,13.256929231197532,6.235417377845683
16:Fib,4000,1065,998,1699,109,2606,0.0,13.222572253093254,7.637739948365856
16:Random,3987,133,112,233,46,694,0.0,13.202336485734723,67599.89048693239
24:Home,3995,4,2,6,0,1917,0.0,13.186036993517552,6.202105980503149
24:Fib,3995,1654,1562,2640,140,4095,0.0,13.163964676420193,7.603916959107684
24:Random,3980,150,128,259,46,739,0.0,13.131413111617013,67236.74268317579
32:Home,4222,3,2,7,0,112,0.0,13.888477695210087,6.532842784414444
32:Fib,4221,2121,2032,3374,109,5616,0.0,13.84651721219517,7.999584620885574
32:Random,4190,164,144,297,47,768,0.0,13.788428250811181,70600.85495672298
48:Home,4095,16,5,25,0,2738,0.0,13.427814430555738,6.3142122410350074
48:Fib,4095,3278,3082,4885,108,6313,0.0,13.327128109663226,7.698491219391542
48:Random,4049,265,254,394,46,932,0.0,13.270449733542216,67948.65449176886
56:Home,4057,12,7,32,0,1567,0.0,13.265669806786189,6.236860678177532
56:Fib,4057,3864,3542,5678,180,6940,0.0,13.192594977253586,7.619677802491537
56:Random,4004,317,308,443,50,952,0.0,13.084753517099394,66997.83442825689
64:Home,4286,15,8,36,0,1362,0.0,13.964369029466578,6.569915821995022
64:Fib,4286,4180,3863,6150,107,7646,0.0,13.843490394180954,7.995003799208021
64:Random,4225,359,341,494,48,1336,0.0,13.75867447790308,70448.5106222157
96:Home,4132,37,15,65,0,2534,0.0,13.339488695977815,6.278333701901813
96:Fib,4132,6479,5842,9396,179,10552,0.0,13.21880448518003,7.630424524529329
96:Random,4046,613,564,918,47,1691,0.0,13.040339319555995,66770.4207972523
128:Home,4329,45,19,79,0,2945,0.0,13.829389609269429,6.509068948084682
128:Fib,4327,8242,7830,12272,107,14236,0.0,13.6959418610908,7.909793670651689
128:Random,4206,848,792,1261,50,3146,0.0,13.420548819400127,68717.20652956984
256:Home,4495,7247,24,116,0,310616,0.0,13.763139281744781,6.47904039611509
256:Fib,4391,9990,9386,14941,107,16418,0.0,13.247610542575787,7.658306386254887
256:Random,4245,994,916,1461,47,33154,0.0,12.976770205702442,66444.92852984581
512:Home,5773,12099,29,28184,0,335071,0.132859864888273,16.08821906508302,10.950492929007563
512:Fib,5581,12902,9586,28031,107,63547,0.12255868123992116,15.468446420306044,11.721716506281892
512:Random,5353,5030,942,28105,47,62273,0.11432841397347282,14.776475784301548,67013.35312040651
1024:Home,8532,16560,67,28208,0,370718,0.3457571495546179,20.588256585853173,20.787885735718888
1024:Fib,8268,16813,12514,28188,108,112725,0.3265602322206096,19.6766723862606,20.622457083709154
1024:Random,7882,10977,1164,28199,47,90918,0.31717838112154273,19.025320427719713,66529.53132637312
1280:Home,10138,17813,117,28200,0,385847,0.4317419609390412,22.787860260830865,26.085503241982213
1280:Fib,9770,18027,13580,28148,179,94609,0.4103377686796315,21.945833997848094,25.708311022952152
1280:Random,9292,12764,1644,28139,49,75092,0.4013129573826948,20.896066133395703,64073.004848796845
1536:Home,11620,18962,273,28320,0,382781,0.46962134251290877,24.36533747669881,29.473048876012516
1536:Fib,11189,19559,15361,28258,108,138491,0.44820806148896236,23.461941706856784,28.909960486999374
1536:Random,10638,14845,1632,28273,48,123968,0.436172212821959,22.308948954490834,64425.07908810952
2048:Home,15421,19394,27488,28271,0,356853,0.534206601387718,29.5579438052139,38.70104977684433
2048:Fib,14801,20148,21680,28254,113,182828,0.5155057090737112,28.19238095238095,37.44389694940476
2048:Random,14070,16584,21015,28262,46,189134,0.5056147832267235,26.956914918075505,68266.5352595148
TOTAL,304934,8751,834,28121,0,385847,0.1981477959164934,48.93800796209163,66109.84568407781
