sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
2:Home,3217,1,1,3,0,101,0.0,10.66580906975048,5.0158903397675205
2:Fib,3217,100,108,113,82,164,0.0,10.6652079500058,6.161284281913571
2:Random,3216,83,86,89,46,258,0.0,10.663731045848074,54601.47485699417
4:Home,3649,1,1,4,0,16,0.0,12.084061887352302,5.682895983597599
4:Fib,3649,247,225,376,107,509,0.0,12.078981777255498,6.978047313345139
4:Random,3645,77,68,122,46,261,0.0,12.0754541960961,61829.917291705664
8:Home,3594,2,2,6,0,92,0.0,11.900898693351524,5.59718539523964
8:Fib,3593,550,591,794,107,1049,0.0,11.885544161429044,6.865773858749586
8:Random,3588,114,90,225,46,422,0.0,11.88500561457205,60854.76410775093
12:Home,3342,2,2,5,0,22,0.0,10.993746525390554,5.169817938688975
12:Fib,3340,981,1012,1357,117,1794,0.0,10.97381070505091,6.339267452958822
12:Random,3330,102,90,160,46,531,0.0,10.960942180207105,56123.28510911363
16:Home,3103,2,2,4,0,39,0.0,10.20760619627684,4.800363870074246
16:Fib,3103,1457,1436,1926,178,2608,0.0,10.180847014974344,5.881425419061774
16:Random,3087,101,95,156,48,273,0.0,10.161089642732534,52027.80292781928
24:Home,3122,5,2,5,0,2026,0.0,10.211758241039362,4.803374922520492
24:Fib,3122,2216,2212,3033,178,4086,0.0,10.17382179843971,5.878208291648472
24:Random,3099,119,107,205,47,381,0.0,10.129072956126961,51863.867093019995
32:Home,3776,4,2,7,0,291,0.0,12.264080470036474,5.768376633289053
32:Fib,3776,2443,2365,3832,178,5653,0.0,12.192286828713868,7.04422609975977
32:Random,3744,149,132,267,47,594,0.0,12.167972622061601,62303.63960587339
48:Home,3174,22,7,40,0,2564,0.0,10.243467933491686,4.819804401076629
48:Fib,3174,4361,4436,5234,178,6600,0.0,10.169035383373274,5.872875618944714
48:Random,3128,284,286,400,49,613,0.0,10.091820076527485,51673.124167845264
56:Home,3199,18,10,42,0,1430,0.0,10.254026764965142,4.82625185311323
56:Fib,3199,5089,5164,5837,178,6668,0.0,10.172250964281059,5.874050624358073
56:Random,3147,325,326,425,50,717,0.0,10.08482533415798,51637.30914137082
64:Home,3216,22,14,50,0,1469,0.0,10.242038216560509,4.820561305732484
64:Fib,3215,5804,5856,6670,182,7361,0.0,10.167036664579499,5.87010978185935
64:Random,3159,377,374,486,48,913,0.0,10.05596195351147,51489.51998804979
96:Home,3282,55,27,79,0,2987,0.0,10.254487509959226,4.826361631204012
96:Fib,3281,8616,8634,9928,178,10657,0.0,10.135396040368594,5.851845274962391
96:Random,3194,616,584,777,50,2330,0.0,9.971060822222292,51054.80066560889
128:Home,3807,57,25,104,0,2574,0.0,11.705850157738405,5.510298542226541
128:Fib,3807,9936,10557,13007,178,13805,0.0,11.540210373154688,6.67132592966595
128:Random,3685,835,791,1128,50,2638,0.0,11.285782976077815,57786.570259813234
256:Home,3731,9493,46,138,0,336744,0.0,10.582836007170574,4.982083095188795
256:Fib,3623,13379,13180,15545,202,16719,0.0,10.114658857096593,5.847537151758968
256:Random,3501,977,957,1240,48,1981,0.0,9.924707163024868,50817.456764223185
512:Home,5090,15971,65,33866,0,388934,0.14656188605108056,12.322426331741989,8.652709061371251
512:Fib,4869,17469,14235,33767,177,72744,0.13555144793592114,11.69932096362614,9.100138267159725
512:Random,4649,6354,981,33674,47,76872,0.12798451279845127,11.26899172944724,50318.76917816608
1024:Home,9272,19604,129,28106,0,484886,0.42418032786885246,17.776789326257383,20.06062585317852
1024:Fib,8935,20244,15491,28038,177,64467,0.4110800223838836,17.092136851871334,19.950701765765032
1024:Random,8559,12858,1309,28038,46,77146,0.4042528332749153,16.4982911864544,50339.90642697738
1280:Home,11610,20510,21406,28160,0,496363,0.4941429801894918,20.241926766417578,25.130451582065234
1280:Fib,11240,21313,15747,28140,178,99075,0.47944839857651245,19.407886785024846,24.685899987870073
1280:Random,10745,15233,1640,28147,49,105024,0.47687296416938113,18.722578261945337,50167.80837183322
1536:Home,12021,21550,27610,28171,0,492524,0.5479577406205807,22.384557802101217,29.54545907511703
1536:Fib,11595,21837,27454,28142,178,89633,0.534368262181975,21.57811482274123,29.038492573508886
1536:Random,10981,15926,27436,28140,48,87444,0.5233585283671797,20.557664802042847,50193.58719680265
2048:Home,20098,22024,27662,28184,0,497329,0.6281222012140512,27.24816327748034,39.51369697518679
2048:Fib,19488,23503,27618,28177,221,258998,0.6161740558292282,26.215782471424017,38.53430662884113
2048:Random,18745,19234,27600,28179,49,250999,0.6124299813283542,25.398593287834014,50434.39379944308
TOTAL,299731,11674,1198,28065,0,497329,0.28011450267072807,43.529210496353045,52680.22880094956
